                               c.ID                             c.Name                           c.Salary                           c.Nation                            c.Group                            c.Email                     c.RegisterDate                               e.ID                       e.CustomerID                         e.Nickname                        e.BirthDate                           e.CityID                              ci.ID                         ci.stateID                            ci.Name                      ci.Population                               s.ID                             s.Name                       s.Population                              s.GDP
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3809                              26419                            William                         2012-09-31                                828                                828                                 10                               Laie                              98850                                 10                             Hawaii                            1415872                             210444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3810                              13304                              Rosie                         2012-06-24                                 81                                 81                                 28                             Durham                             220222                                 28                       NewHampshire                            1359711                             160840
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3811                              24250                            Barbara                         2012-01-25                                795                                795                                 25                            Lebanon                              19089                                 25                            Montana                            1934408                             947605
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3812                              16474                            Brandon                         2012-04-20                                711                                711                                 21                               Alma                             182121                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3813                              22068                               Edna                         2012-01-25                                673                                673                                 11                              Nampa                             149027                                 11                              Idaho                            1787065                             656710
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3814                              29587                             Joanne                         2012-06-24                                293                                293                                 36                        Springfield                             208871                                 36                             Oregon                            4217737                             500051
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3815                              29522                              Bryan                         2012-12-27                                405                                405                                 27                               Reno                             193915                                 27                             Nevada                            3080156                             930189
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3816                              26785                               Sean                         2012-12-27                                270                                270                                 16                             Harlan                             136181                                 16                           Kentucky                            4467673                             582328
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3817                              26774                              Irene                         2012-12-27                                774                                774                                 21                           Owatonna                             217221                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3818                              22890                             Bonnie                         2012-09-31                                795                                795                                 25                            Lebanon                              19089                                 25                            Montana                            1934408                             947605
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3820                              15359                             Carrie                         2012-12-27                                545                                545                                 44                             Sharon                             235101                                 44                            Vermont                             623658                             144686
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3821                              10543                            Michael                         2012-06-24                                 92                                 92                                 26                            Beatice                              74771                                 26                           Nebraska                            1068542                             120140
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3822                              28965                               Eric                         2012-09-31                                662                                662                                 27                           LasVegas                             188313                                 27                             Nevada                            3080156                             930189
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3823                              11024                            Randall                         2012-09-31                                632                                632                                 12                         California                             201583                                 12                           Illinois                           12671821                             812526
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3824                              29549                            Richard                         2012-09-31                                695                                695                                 36                              Salem                             246780                                 36                             Oregon                            4217737                             500051
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3825                              10241                               Adam                         2012-09-31                                521                                521                                 48                             Beloit                             169331                                 48                          Wisconsin                            5822434                             960571
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3826                               6341                              Ellen                         2012-12-27                                207                                207                                 38                          Pawtucket                             156449                                 38                        RhodeIsland                            1053698                             674938
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3827                              13311                               Mark                         2012-12-27                                521                                521                                 48                             Beloit                             169331                                 48                          Wisconsin                            5822434                             960571
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3829                              10482                             Dennis                         2012-09-31                                563                                563                                 10                           Honolulu                             220452                                 10                             Hawaii                            1415872                             210444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3830                               5852                              Ralph                         2012-06-24                                977                                977                                  1                          Anchorage                             100241                                  1                             Alaska                             731545                             194665
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3831                              24570                            Lillian                         2012-09-31                                414                                414                                 47                         Huntington                             163159                                 47                       WestVirginia                            1792147                             685638
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3832                              15728                                Lee                         2012-12-27                                620                                620                                 49                          Newcastle                             162830                                 49                            Wyoming                             578759                             524444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3833                              20077                            Herbert                         2012-04-20                                584                                584                                 49                         Torrington                             249526                                 49                            Wyoming                             578759                             524444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3834                              10953                                Ray                         2012-06-24                                687                                687                                 31                            Bedford                              49302                                 31                            NewYork                           19453625                             825349
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3835                              25302                              Linda                         2012-09-31                                903                                903                                 33                          Williston                              59392                                 33                        NorthDakota                             762062                             586738
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3836                              21474                               Mike                         2012-04-20                                515                                515                                  8                             Bartow                             134992                                  8                            Florida                           21477737                             742355
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3837                               8524                               John                         2012-06-24                                521                                521                                 48                             Beloit                             169331                                 48                          Wisconsin                            5822434                             960571
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3839                              16436                              James                         2012-01-25                                313                                313                                  0                             Athens                             124208                                  0                            Alabama                            4903185                             594835
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3840                              23690                               Mary                         2012-12-27                                588                                588                                 20                              Lenox                              87828                                 20                      Massachusetts                            6892503                             753636
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3841                               7071                             Edward                         2012-01-25                                 56                                 56                                 13                            Bedford                              71392                                 13                            Indiana                            6732219                             207706
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3842                               4596                                Amy                         2012-01-25                                488                                488                                 37                         Norristown                              69859                                 37                       Pennsylvania                           12801524                             610909
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3843                              23223                              David                         2012-09-31                                695                                695                                 36                              Salem                             246780                                 36                             Oregon                            4217737                             500051
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3844                              20228                          Constance                         2012-01-25                                492                                492                                  9                           Americus                              57743                                  9                            Georgia                           10617423                             595910
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3845                              20972                               Brad                         2012-09-31                                589                                589                                 49                            Buffalo                             163867                                 49                            Wyoming                             578759                             524444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3846                              21021                              James                         2012-12-27                                853                                853                                 41                              Alcoa                             144115                                 41                          Tennessee                            6829174                             124653
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3847                              12714                           Marjorie                         2012-06-24                                130                                130                                 25                             Mexico                              49707                                 25                            Montana                            1934408                             947605
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3848                               4645                              Eddie                         2012-04-20                                126                                126                                 37                         Harrisburg                              72384                                 37                       Pennsylvania                           12801524                             610909
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3850                              11168                              Barry                         2012-01-25                                489                                489                                 21                            Pontiac                             204976                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3851                               2877                               Fern                         2012-12-27                                163                                163                                 37                          Nanticoke                             217219                                 37                       Pennsylvania                           12801524                             610909
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3852                               4889                            Brianna                         2012-12-27                                557                                557                                  7                              Dover                             244578                                  7                           Delaware                             973764                             571106
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3853                              11459                             Joshua                         2012-04-20                                970                                970                                 11                              Boise                             225745                                 11                              Idaho                            1787065                             656710
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3854                               4099                               Mary                         2012-12-27                                563                                563                                 10                           Honolulu                             220452                                 10                             Hawaii                            1415872                             210444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3855                              27110                            Patrick                         2012-01-25                                 81                                 81                                 28                             Durham                             220222                                 28                       NewHampshire                            1359711                             160840
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3856                              20190                              Robin                         2012-12-27                                461                                461                                 32                            Kinston                              35206                                 32                      NorthCarolina                           10488521                             902778
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3858                              18958                            Bernard                         2012-04-20                                129                                129                                  2                                Ajo                             176968                                  2                            Arizona                            7278717                             918409
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3859                               6333                               Jean                         2012-12-27                                221                                221                                 21                             Adrian                             237419                                 21                           Michigan                            9986857                             543891
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3860                              24869                               John                         2012-09-31                                498                                498                                  6                           Coventry                             147858                                  6                        Connecticut                            3565278                             735758
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3861                              27250                               Gwen                         2012-01-25                                303                                303                                  9                             Athens                             196462                                  9                            Georgia                           10617423                             595910
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3862                               7145                               Andy                         2012-04-20                                252                                252                                 18                             Auburn                             153239                                 18                              Maine                            1344212                             634082
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3863                              12820                               Jean                         2012-01-25                                264                                264                                 26                            Chadron                             146623                                 26                           Nebraska                            1068542                             120140
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3865                              19531                             Steven                         2012-06-24                                269                                269                                 32                         Washington                              64708                                 32                      NorthCarolina                           10488521                             902778
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3866                              23296                          Frederick                         2012-12-27                                788                                788                                 43                               Alta                             187836                                 43                               Utah                            3205849                             595012
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3867                              23398                              Helen                         2012-06-24                                857                                857                                 43                              Price                              57921                                 43                               Utah                            3205849                             595012
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3868                               5705                          Christine                         2012-01-25                                450                                450                                 49                            Worland                             131276                                 49                            Wyoming                             578759                             524444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3869                              26315                              Angel                         2012-12-27                                981                                981                                 15                               Hays                             101037                                 15                             Kansas                            2913314                             266362
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3871                              21881                              Ralph                         2012-04-20                                317                                317                                 22                             Canton                             163118                                 22                          Minnesota                            5639632                             548444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3872                              19229                              Janet                         2012-09-31                                253                                253                                 46                           Aberdeen                             155056                                 46                         Washington                            7614895                             456948
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3873                              28210                              Alice                         2012-06-24                                520                                520                                 31                            Corning                             196713                                 31                            NewYork                           19453625                             825349
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3874                              28375                             Daniel                         2012-06-24                                683                                683                                 11                          Blackfoot                             154323                                 11                              Idaho                            1787065                             656710
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3875                               9407                               John                         2012-12-27                                324                                324                                 39                              Union                             105609                                 39                      SouthCarolina                            5148527                             413842
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3876                              19979                           Victoria                         2012-04-20                                411                                411                                 30                            Roswell                              34874                                 30                          NewMexico                            2096829                             903087
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3877                               6990                             Thelma                         2012-04-20                                376                                376                                 22                         Alexandria                              72714                                 22                          Minnesota                            5639632                             548444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3878                              24300                            Patrick                         2012-04-20                                620                                620                                 49                          Newcastle                             162830                                 49                            Wyoming                             578759                             524444
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3879                              29150                               Jill                         2012-06-24                                395                                395                                  5                            Alamosa                              65029                                  5                           Colorado                            5758736                             370364
                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               NULL                               3880                              13260                                Eva                         2012-01-25                                727                                727                                 40                           Aberdeen                              20097                                 40                        SouthDakota                             886741                             871545
